p.id	i.id	t.id	i.description	i.itemEtt	i.language	i.maxPolicyPhase	i.p.data_source	i.p.reference_text_0	i.parameter.description	i.parameter.source	i.parameter.source_rtl	i.parameter.srclang	i.parameter.target_rtl	i.parameter.trans0	i.parameter.trans0_display	i.parameter.trans1	i.parameter.trans1_display	i.parameter.trglang	i.status	i.tag	t.actualTaskTimeSeconds	t.estimatedTaskTimeMinutes	t.firstAcquireTimestamp	t.firstSubmitTimestamp	t.lastAcquireTimestamp	t.lastSubmitTimestamp	t.raterId	t.raterLogin	t.s.sys0	t.s.sys1	t.status	t.timestamp
167599221	56188994954	8650862669	这三条其实就是很苛刻的，总结起来就是要有实力，要经过银保监会（监管全国内的保险公司、银行）的国家权威部门批准、股东要有良好的作风，作为保险经纪公司的小雨伞保险，投保者是不用过多质疑小雨伞保险是正规的与否，毕竟有这3条门槛，不是什么保险公司都能达到的。	0.5	Chinese_Simplified (CN)	0	unknown_source	These three requirements are strict enough; in summary, it needs to have strength, to be approved by the national authoritative departments of the China Banking and Insurance Regulatory Commission (supervising insurance companies and banks across the country), and the shareholders’ conduct is descent; as an insurance brokerage company, Little Umbrella Insurance doesn’t need to be questioned by policyholders about whether it is legal or not; after all, not all insurance companies can meet these three requirements.	这三条其实就是很苛刻的，总结起来就是要有实力，要经过银保监会（监管全国内的保险公司、银行）的国家权威部门批准、股东要有良好的作风，作为保险经纪公司的小雨伞保险，投保者是不用过多质疑小雨伞保险是正规的与否，毕竟有这3条门槛，不是什么保险公司都能达到的。	这三条其实就是很苛刻的，总结起来就是要有实力，要经过银保监会（监管全国内的保险公司、银行）的国家权威部门批准、股东要有良好的作风，作为保险经纪公司的小雨伞保险，投保者是不用过多质疑小雨伞保险是正规的与否，毕竟有这3条门槛，不是什么保险公司都能达到的。	false	Chinese	false	These three requirements are actually very strict. In summary, they are having strength, being approved by the national authoritative department (the China Banking and Insurance Regulatory Commission, which supervises insurance companies and banks nationwide), and having good shareholders. As an insurance broker, Xiaoyusan Insurance does not need to be questioned by policyholders about whether it is formal or not. After all, these three thresholds are not met by any insurance company.	These three requirements are actually very strict. In summary, they are having strength, being approved by the national authoritative department (the China Banking and Insurance Regulatory Commission, which supervises insurance companies and banks nationwide), and having good shareholders. As an insurance broker, Xiaoyusan Insurance does not need to be questioned by policyholders about whether it is formal or not. After all, these three thresholds are not met by any insurance company.	These three requirements are actually very strict. In summary, they are having strength, being approved by the national authoritative department (the China Banking and Insurance Regulatory Commission, which supervises insurance companies and banks nationwide), and having good shareholders. As an insurance broker, Xiaoyusan Insurance does not need to be questioned by policyholders about whether it is formal or not. After all, there are these three thresholds, which are not met by any insurance company.	These three requirements are actually very strict. In summary, they are having strength, being approved by the national authoritative department (the China Banking and Insurance Regulatory Commission, which supervises insurance companies and banks nationwide), and having good shareholders. As an insurance broker, Xiaoyusan Insurance does not need to be questioned by policyholders about whether it is formal or not. After all, there are these three thresholds, which are not met by any insurance company.	English	Completed		97	0.5	1699588587823	1699588684855	1699588587823	1699588684855	56225225	b...r@gmail.com	2	1	Completed	1699588684855
167599221	56188994955	9197934354	活动现场设置了长沙、株洲、湘潭展馆和湖南自贸试验区展馆，省科技厅、省工信厅、省人社厅发布了先进制造相关产业科技创新重点需求清单、智能制造产业人才需求目录、博士后流动站智能制造产业青年人才需求目录。	0.5	Chinese_Simplified (CN)	0	unknown_source	Changsha Exhibition Hall, Zhuzhou Exhibition Hall, Xiangtan Exhibition Hall and Hunan Pilot Free Trade Zone were set on the site of activity, and the List of Key Demands of Scientific and Technological Innovation in Advanced Manufacturing Related Industries, List of Talents Demands of Intelligent Manufacturing Industry, Directory of Talent Demands of Intelligent Manufacturing Industry and Directory of Young Talent Demands of the Postdoctoral Research Station of Intelligent Manufacturing Industry were released by Hunan Department of Science and Technology, Hunan Department of Industry and Information, and Hunan Department of Human Resources and Social Security Bureau.	活动现场设置了长沙、株洲、湘潭展馆和湖南自贸试验区展馆，省科技厅、省工信厅、省人社厅发布了先进制造相关产业科技创新重点需求清单、智能制造产业人才需求目录、博士后流动站智能制造产业青年人才需求目录。	活动现场设置了长沙、株洲、湘潭展馆和湖南自贸试验区展馆，省科技厅、省工信厅、省人社厅发布了先进制造相关产业科技创新重点需求清单、智能制造产业人才需求目录、博士后流动站智能制造产业青年人才需求目录。	false	Chinese	false	The event site set up Changsha, Zhuzhou, Xiangtan exhibition halls and the Hunan Free Trade Zone exhibition hall. The provincial science and technology department, the provincial industry and information technology department, and the provincial human resources and social security department issued a list of key demands for science and technology innovation in advanced manufacturing-related industries, a catalog of talent demands in the intelligent manufacturing industry, and a catalog of young talent demands in the intelligent manufacturing industry at the postdoctoral mobile station.	The event site set up Changsha, Zhuzhou, Xiangtan exhibition halls and the Hunan Free Trade Zone exhibition hall. The provincial science and technology department, the provincial industry and information technology department, and the provincial human resources and social security department issued a list of key demands for science and technology innovation in advanced manufacturing-related industries, a catalog of talent demands in the intelligent manufacturing industry, and a catalog of young talent demands in the intelligent manufacturing industry at the postdoctoral mobile station.	The event site set up Changsha, Zhuzhou, Xiangtan and Hunan Free Trade Zone exhibition halls. The provincial science and technology department, the provincial industry and information technology department, and the provincial human resources and social security department issued the list of key demands for science and technology innovation in advanced manufacturing-related industries, the catalog of talent demand in intelligent manufacturing industry, and the catalog of young talent demand in intelligent manufacturing industry for post-doctoral mobile stations.	The event site set up Changsha, Zhuzhou, Xiangtan and Hunan Free Trade Zone exhibition halls. The provincial science and technology department, the provincial industry and information technology department, and the provincial human resources and social security department issued the list of key demands for science and technology innovation in advanced manufacturing-related industries, the catalog of talent demand in intelligent manufacturing industry, and the catalog of young talent demand in intelligent manufacturing industry for post-doctoral mobile stations.	English	Completed		75	0.5	1699521801385	1699521876187	1699521801385	1699521876187	57056787	f...r@gmail.com	4	3	Completed	1699521876187
167599221	56188994956	8650180842	其实，上过大学的人都清楚，突击备考、想各种办法从老师处“套取”考题，争取划考试范围，求得考前得到“重点辅导”的现象并不少见，甚至在考试中夹带小抄、考后求老师高抬贵手的情况也不是奇闻。	0.5	Chinese_Simplified (CN)	0	unknown_source	In fact, people who have been to colleges know that the phenomena of cramming for an exam, “trying to winkle” exam questions from teachers, trying to get the scope of the questions and acquiring “key tutoring” before exam are not rare; further, bringing notes to exams or begging teachers to give higher marks after exams are not rare, either.	其实，上过大学的人都清楚，突击备考、想各种办法从老师处“套取”考题，争取划考试范围，求得考前得到“重点辅导”的现象并不少见，甚至在考试中夹带小抄、考后求老师高抬贵手的情况也不是奇闻。	其实，上过大学的人都清楚，突击备考、想各种办法从老师处“套取”考题，争取划考试范围，求得考前得到“重点辅导”的现象并不少见，甚至在考试中夹带小抄、考后求老师高抬贵手的情况也不是奇闻。	false	Chinese	false	"In fact, anyone who has been to university knows that it is not uncommon for students to cram for exams, try all sorts of ways to ""extract"" exam questions from teachers, try to get the exam scope, and ask for ""intensive tutoring"" before the exam. Even cheating in the exam and asking the teacher to give a break after the exam is not uncommon."	"In fact, anyone who has been to university knows that it is not uncommon for students to cram for exams, try all sorts of ways to ""extract"" exam questions from teachers, try to get the exam scope, and ask for ""intensive tutoring"" before the exam. Even cheating in the exam and asking the teacher to give a break after the exam is not uncommon."	In fact, everyone who has been to university knows that it is not uncommon for students to cram for exams, try all sorts of ways to extract exam questions from teachers, try to get the exam scope, and ask for intensive tutoring before the exam. Even cheating in the exam and asking the teacher to give them a break after the exam is not uncommon.	In fact, everyone who has been to university knows that it is not uncommon for students to cram for exams, try all sorts of ways to extract exam questions from teachers, try to get the exam scope, and ask for intensive tutoring before the exam. Even cheating in the exam and asking the teacher to give them a break after the exam is not uncommon.	English	Completed		61	0.5	1699607157038	1699607217629	1699607157038	1699607217629	53300797	q...5@gmail.com	6	5	Completed	1699607217629
167599221	56188994957	8650404226	杨浩东从理想信念与初心使命、自我革命与青春大党、党的领袖和党的理论等三个方面，结合自身感悟、亲身经历，深入浅出、全面系统地阐释了全会精神的核心要义和实践要求。	0.5	Chinese_Simplified (CN)	0	unknown_source	In combination of his feelings and experiences, Yang Haodong interpreted the core essence and the requirement on practice of the spirit of the sixth plenary session of the 19th central committee in terms of three aspects, i.e., original aspiration and mission, self-revolution, as well as the young Party, leaders of Party and theory of the Party.	杨浩东从理想信念与初心使命、自我革命与青春大党、党的领袖和党的理论等三个方面，结合自身感悟、亲身经历，深入浅出、全面系统地阐释了全会精神的核心要义和实践要求。	杨浩东从理想信念与初心使命、自我革命与青春大党、党的领袖和党的理论等三个方面，结合自身感悟、亲身经历，深入浅出、全面系统地阐释了全会精神的核心要义和实践要求。	false	Chinese	false	Yang Haodong explained the core meaning and practical requirements of the spirit of the plenary session in a plain and comprehensive way from three aspects: ideals and beliefs and original mission, self-revolution and the young party, and the party's leaders and theories, combined with his own insights and personal experiences.	Yang Haodong explained the core meaning and practical requirements of the spirit of the plenary session in a plain and comprehensive way from three aspects: ideals and beliefs and original mission, self-revolution and the young party, and the party's leaders and theories, combined with his own insights and personal experiences.	Yang Haodong explained the core meaning and practical requirements of the spirit of the plenary session in a plain and comprehensive way from three aspects: ideals and beliefs and original mission, self-revolution and the great party of youth, and the party's leaders and theories, combined with his own insights and personal experiences.	Yang Haodong explained the core meaning and practical requirements of the spirit of the plenary session in a plain and comprehensive way from three aspects: ideals and beliefs and original mission, self-revolution and the great party of youth, and the party's leaders and theories, combined with his own insights and personal experiences.	English	Completed		113	0.5	1699585227509	1699585340978	1699585227509	1699585340978	56225225	b...r@gmail.com	4	2	Completed	1699585340978
167599221	56188994958	9197850299	上述通知指出，这暴露出一些地方疫情监测预警不及时、高风险岗位人员闭环管理不落实、定期核酸检测流于形式、冷链物品各环节消杀不到位、集中隔离场所管理不规范、疫情应急处置不够科学精准等问题。	0.5	Chinese_Simplified (CN)	0	unknown_source	The notice points out that this has exposed some problems, such as the untimely monitoring and warning of epidemic in some places, the non-existing implementation of closed-loop management of personnel in high-risk positions, regular nucleic acid testing becoming a mere formality, the inadequate disinfection and sterilization of cold-chain items in all links, the non-standard management of centralized quarantine sites, and the unscientific and inaccurate emergency response of epidemic situation.	上述通知指出，这暴露出一些地方疫情监测预警不及时、高风险岗位人员闭环管理不落实、定期核酸检测流于形式、冷链物品各环节消杀不到位、集中隔离场所管理不规范、疫情应急处置不够科学精准等问题。	上述通知指出，这暴露出一些地方疫情监测预警不及时、高风险岗位人员闭环管理不落实、定期核酸检测流于形式、冷链物品各环节消杀不到位、集中隔离场所管理不规范、疫情应急处置不够科学精准等问题。	false	Chinese	false	The above notice pointed out that this exposed problems such as some places not timely monitoring and warning of epidemics, not implementing closed-loop management of personnel in high-risk positions, regular nucleic acid testing in a formal manner, insufficient disinfection of cold chain items at all links, irregular management of centralized isolation places, and insufficient scientific and accurate emergency response to epidemics.	The above notice pointed out that this exposed problems such as some places not timely monitoring and warning of epidemics, not implementing closed-loop management of personnel in high-risk positions, regular nucleic acid testing in a formal manner, insufficient disinfection of cold chain items at all links, irregular management of centralized isolation places, and insufficient scientific and accurate emergency response to epidemics.	The notice pointed out that this exposed problems such as some places not timely monitoring and warning of epidemics, not implementing closed-loop management of personnel in high-risk positions, regular nucleic acid testing in a formal manner, insufficient disinfection of cold chain items at all links, irregular management of centralized isolation places, and insufficient scientific and accurate emergency response to epidemics.	The notice pointed out that this exposed problems such as some places not timely monitoring and warning of epidemics, not implementing closed-loop management of personnel in high-risk positions, regular nucleic acid testing in a formal manner, insufficient disinfection of cold chain items at all links, irregular management of centralized isolation places, and insufficient scientific and accurate emergency response to epidemics.	English	Completed		83	0.5	1699540261563	1699540344248	1699540261563	1699540344248	56225225	b...r@gmail.com	4	3	Completed	1699540344248
167599221	56188994959	10650323797	美丽自信百分百 [德]康普维尔特【正版书】	0.5	Chinese_Simplified (CN)	0	unknown_source	100% Beautiful and Confident by Kampwerth (German) [authentic book]	美丽自信百分百 [德]康普维尔特【正版书】	美丽自信百分百 [德]康普维尔特【正版书】	false	Chinese	false	100% Beautiful and Confident [German] Compvert [Original Book]	100% Beautiful and Confident [German] Compvert [Original Book]	100% Beautiful and Confident [German] Compert [Authentic Book]	100% Beautiful and Confident [German] Compert [Authentic Book]	English	Completed		36	0.5	1699519945827	1699519981598	1699519945827	1699519981598	53300797	q...5@gmail.com	2	2	Completed	1699519981598
167599221	56188994960	8650662688	戳视频，让我们一起来揭穿美国以“反恐”为名，嗜血杀戮的真相，戳穿美式民主的虚伪假面！	0.5	Chinese_Simplified (CN)	0	unknown_source	Let us click on the video and reveal the truth of bloodthirsty killing in the name of “anti-terrorism” of the US, and rip off the false mask of American democracy!	戳视频，让我们一起来揭穿美国以“反恐”为名，嗜血杀戮的真相，戳穿美式民主的虚伪假面！	戳视频，让我们一起来揭穿美国以“反恐”为名，嗜血杀戮的真相，戳穿美式民主的虚伪假面！	false	Chinese	false	"Click the video, let us together expose the truth of the United States in the name of ""anti-terrorism"", bloodthirsty killings, puncture the hypocrisy of American democracy mask!"	"Click the video, let us together expose the truth of the United States in the name of ""anti-terrorism"", bloodthirsty killings, puncture the hypocrisy of American democracy mask!"	Click the video, let us together expose the truth of the United States in the name of anti-terrorism, bloodthirsty killings, and expose the hypocrisy of American democracy!	Click the video, let us together expose the truth of the United States in the name of anti-terrorism, bloodthirsty killings, and expose the hypocrisy of American democracy!	English	Completed		33	0.5	1699589707546	1699589740537	1699589707546	1699589740537	56225225	b...r@gmail.com	2	3	Completed	1699589740537
167599221	56188994961	8649972770	【孤峰状】即人为加热，迅速冲榜热搜，引起大众关注；【锯齿状】即周期性加热，确保话题盘踞热搜榜单；【断崖状】即集体撤离，该热搜发挥完“功能”，接到新任务、冲向新战场。	0.5	Chinese_Simplified (CN)	0	unknown_source	[Solidary peak] means the topic is artificially heated, quickly rushing to the trending topics list and attracting public attention; [Zigzag] refers to periodic heating, ensuring that topic stays on the trending topics list; [Cliff] means collective evacuation; after the topic has played its “function”, they received a new task and rushed to a new battlefield.	【孤峰状】即人为加热，迅速冲榜热搜，引起大众关注；【锯齿状】即周期性加热，确保话题盘踞热搜榜单；【断崖状】即集体撤离，该热搜发挥完“功能”，接到新任务、冲向新战场。	【孤峰状】即人为加热，迅速冲榜热搜，引起大众关注；【锯齿状】即周期性加热，确保话题盘踞热搜榜单；【断崖状】即集体撤离，该热搜发挥完“功能”，接到新任务、冲向新战场。	false	Chinese	false	【Peak-shaped】 is artificially heated, quickly rushing to the hot search list, attracting public attention; 【Sawtooth-shaped】 is periodically heated to ensure that the topic dominates the hot search list; 【Precipice-shaped】 is a collective withdrawal, the hot search has played its role, received a new task, and rushed to a new battlefield.	【Peak-shaped】 is artificially heated, quickly rushing to the hot search list, attracting public attention; 【Sawtooth-shaped】 is periodically heated to ensure that the topic dominates the hot search list; 【Precipice-shaped】 is a collective withdrawal, the hot search has played its role, received a new task, and rushed to a new battlefield.	【Peak-shaped】 is artificially heated, quickly rushing to the hot search list, attracting public attention; 【Sawtooth-shaped】 is periodically heated to ensure that the topic dominates the hot search list; 【Precipice-shaped】 is a collective withdrawal, the hot search has played its function, received a new task, and rushed to a new battlefield.	【Peak-shaped】 is artificially heated, quickly rushing to the hot search list, attracting public attention; 【Sawtooth-shaped】 is periodically heated to ensure that the topic dominates the hot search list; 【Precipice-shaped】 is a collective withdrawal, the hot search has played its function, received a new task, and rushed to a new battlefield.	English	Completed		37	0.5	1699606783894	1699606820624	1699606783894	1699606820624	53300797	q...5@gmail.com	6	6	Completed	1699606820624
167599221	56188994962	8650093610	影片开头你会以为他想拍个喜剧片，20多分钟后你猜它也许是个励志片，看一半时你觉得它可能是个想体现小镇青年生存不易的剧情片，看完后你就压根也不知道自己究竟看了个啥，随之而来的是对自己深深的怀疑，大过年的为什么要跑到电影院去欣赏大便。	0.5	Chinese_Simplified (CN)	0	unknown_source	In the beginning of the film, you may think he wants to make a comedy; after twenty minutes, you may guess it’s an inspiration film; after a half of it, you may think it’s a drama showcasing the hardship of a small town boy; after you watch all of it, you don’t even know what you have watched; what follows is deep doubt in yourself; why would you go to the cinema to watch a piece of shit during the Spring Festival?	影片开头你会以为他想拍个喜剧片，20多分钟后你猜它也许是个励志片，看一半时你觉得它可能是个想体现小镇青年生存不易的剧情片，看完后你就压根也不知道自己究竟看了个啥，随之而来的是对自己深深的怀疑，大过年的为什么要跑到电影院去欣赏大便。	影片开头你会以为他想拍个喜剧片，20多分钟后你猜它也许是个励志片，看一半时你觉得它可能是个想体现小镇青年生存不易的剧情片，看完后你就压根也不知道自己究竟看了个啥，随之而来的是对自己深深的怀疑，大过年的为什么要跑到电影院去欣赏大便。	false	Chinese	false	At the beginning of the film, you might think he wants to make a comedy, after 20 minutes or so, you might guess it's an inspirational film, halfway through, you might think it's a drama film that wants to reflect the difficulties of young people in small towns, and after watching it, you might not know what you've watched at all. The following is a deep suspicion of yourself, why do you want to go to the cinema to enjoy the shit during the Spring Festival.	At the beginning of the film, you might think he wants to make a comedy, after 20 minutes or so, you might guess it's an inspirational film, halfway through, you might think it's a drama film that wants to reflect the difficulties of young people in small towns, and after watching it, you might not know what you've watched at all. The following is a deep suspicion of yourself, why do you want to go to the cinema to enjoy the shit during the Spring Festival.	At the beginning of the film, you will think that he wants to shoot a comedy, after more than 20 minutes, you guess it may be an inspirational film, when you watch half of it, you think it may be a drama film that wants to reflect the difficult life of young people in small towns. After watching it, you don't know what you have watched at all. The following is a deep suspicion of yourself. Why do you want to go to the cinema to enjoy the shit during the Spring Festival.	At the beginning of the film, you will think that he wants to shoot a comedy, after more than 20 minutes, you guess it may be an inspirational film, when you watch half of it, you think it may be a drama film that wants to reflect the difficult life of young people in small towns. After watching it, you don't know what you have watched at all. The following is a deep suspicion of yourself. Why do you want to go to the cinema to enjoy the shit during the Spring Festival.	English	Completed		42	0.5	1699518152349	1699518194596	1699518152349	1699518194596	57056787	f...r@gmail.com	3	2	Completed	1699518194596
167599221	56188994963	8649855666	宋剑锋--人物画名家小品【正版书籍 闪电发货】	0.5	Chinese_Simplified (CN)	0	unknown_source	Song Jianfeng - Small Works of Famous Figure Painter[Authentic Book, Fast Shipping]	宋剑锋--人物画名家小品【正版书籍 闪电发货】	宋剑锋--人物画名家小品【正版书籍 闪电发货】	false	Chinese	false	Song Jianfeng--Famous Artist's Sketches of Figures [Original Books Lightning Delivery]	Song Jianfeng--Famous Artist's Sketches of Figures [Original Books Lightning Delivery]	Song Jianfeng--Famous Artist's Sketches of Figures [Original Books]	Song Jianfeng--Famous Artist's Sketches of Figures [Original Books]	English	Completed		30	0.5	1699520024327	1699520054261	1699520024327	1699520054261	53300797	q...5@gmail.com	6	2	Completed	1699520054261
167599221	56188994964	8651032953	前段时间有篇《快看！项目经理可冲击金牌的奥运项目》文章很火，里面提到项目经理们在很多项目上，绝对是可以一马当先，无人能匹： 搬砖、出差、熬夜是项目经理的日常，救火、背锅、道歉更是不在话下。	1.0	Chinese_Simplified (CN)	0	unknown_source	Recently, there is an article titled Look! An article titled Olympic Disciplines in Which Project Managers Can Win Gold Medals was viral, and it mentioned that project managers can be the foremost and unmatched in many disciplines, such as working arduously, going on business trips, and staying up late, the everyday work of project manager, and handling emergency, taking the blame and apologizing are nothing difficult at all.	前段时间有篇《快看！项目经理可冲击金牌的奥运项目》文章很火，里面提到项目经理们在很多项目上，绝对是可以一马当先，无人能匹： 搬砖、出差、熬夜是项目经理的日常，救火、背锅、道歉更是不在话下。	前段时间有篇《快看！项目经理可冲击金牌的奥运项目》文章很火，里面提到项目经理们在很多项目上，绝对是可以一马当先，无人能匹： 搬砖、出差、熬夜是项目经理的日常，救火、背锅、道歉更是不在话下。	false	Chinese	false	"A while ago, an article titled ""Look! Project managers can compete for gold medals in the Olympics"" was very popular. It mentioned that project managers are absolutely the best in many projects, and no one can match them: moving bricks, traveling, and staying up late are the daily routine of project managers, and putting out fires, taking the blame, and apologizing are even more so."	"A while ago, an article titled ""Look! Project managers can compete for gold medals in the Olympics"" was very popular. It mentioned that project managers are absolutely the best in many projects, and no one can match them: moving bricks, traveling, and staying up late are the daily routine of project managers, and putting out fires, taking the blame, and apologizing are even more so."	A while ago, an article titled Look! Project managers can compete for gold medals in the Olympics was very popular. It mentioned that project managers are absolutely the best in many projects, and no one can match them: moving bricks, traveling, and staying up late are the daily routine of project managers, and putting out fires, taking the blame, and apologizing are even more so.	A while ago, an article titled Look! Project managers can compete for gold medals in the Olympics was very popular. It mentioned that project managers are absolutely the best in many projects, and no one can match them: moving bricks, traveling, and staying up late are the daily routine of project managers, and putting out fires, taking the blame, and apologizing are even more so.	English	Completed		61	1.0	1699589827573	1699589889023	1699589827573	1699589889023	56225225	b...r@gmail.com	2	2	Completed	1699589889023
167599221	56188994965	8650871316	弘扬伟大建党精神，坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，加快构建新发展格局，全面深化改革开放，坚持创新驱动发展，推动高质量发展，坚持以供给侧结构性改革为主线，统筹疫情防控和经济社会发展，统筹发展和安全，继续做好“六稳 ” 、 “六保”工作，持续改善民生，着力稳定宏观经济大盘，保持经济运行在合理区间，保持社会大局稳定，我们就一定能保持平稳健康的经济环境、国泰民安的社会环境、风清气正的政治环境，以优异成绩迎接党的二十大胜利召开。	0.5	Chinese_Simplified (CN)	0	unknown_source	We should carry forward the great spirit of Party building, insist on the fundamental principle of seeking for improvement in stability, implement the development idea in a complete, accurate and comprehensive way, accelerate construction of the new development pattern, comprehensively deepen reform and opening up, insist on driving development with innovation, promote high-quality development, insist on taking the supply-side structural reform as the principal line, coordinate the epidemic prevention and control and economic and social development as a whole, plan development and security as a whole, continue to implement “six-stability” and “six-guarantee” work, continue to improve people’s livelihood, lay emphasis on stabilizing macroscopic economy, keep economy operation within reasonable ranges and maintain social stability; in this way, we must be able to keep a stable and healthy economic environment, a peaceful and safe social environment, a clean and upright political environment, and welcome the successful convocation of the 20th CPC National Congress with excellent results.	弘扬伟大建党精神，坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，加快构建新发展格局，全面深化改革开放，坚持创新驱动发展，推动高质量发展，坚持以供给侧结构性改革为主线，统筹疫情防控和经济社会发展，统筹发展和安全，继续做好“六稳 ” 、 “六保”工作，持续改善民生，着力稳定宏观经济大盘，保持经济运行在合理区间，保持社会大局稳定，我们就一定能保持平稳健康的经济环境、国泰民安的社会环境、风清气正的政治环境，以优异成绩迎接党的二十大胜利召开。	弘扬伟大建党精神，坚持稳中求进工作总基调，完整、准确、全面贯彻新发展理念，加快构建新发展格局，全面深化改革开放，坚持创新驱动发展，推动高质量发展，坚持以供给侧结构性改革为主线，统筹疫情防控和经济社会发展，统筹发展和安全，继续做好“六稳 ” 、 “六保”工作，持续改善民生，着力稳定宏观经济大盘，保持经济运行在合理区间，保持社会大局稳定，我们就一定能保持平稳健康的经济环境、国泰民安的社会环境、风清气正的政治环境，以优异成绩迎接党的二十大胜利召开。	false	Chinese	false					English	Completed		42	0.5	1699606853759	1699606895851	1699606853759	1699606895851	53300797	q...5@gmail.com	6	6	Completed	1699606895851
167599221	56188994966	8650117596	因此，这个养颜美容汤不仅是一道甜品，而且还可以养生！	0.5	Chinese_Simplified (CN)	0	unknown_source	Therefore, this beauty soup is not only a dessert, but also helps you stay healthy!	因此，这个养颜美容汤不仅是一道甜品，而且还可以养生！	因此，这个养颜美容汤不仅是一道甜品，而且还可以养生！	false	Chinese	false	So this beauty soup is not only a dessert, but also a health care!	So this beauty soup is not only a dessert, but also a health care!	So this soup is not only a dessert, but also a health care!	So this soup is not only a dessert, but also a health care!	English	Completed		35	0.5	1699542568560	1699542603943	1699542568560	1699542603943	56225225	b...r@gmail.com	3	2	Completed	1699542603943
167599221	56188994967	10650155833	传播是一门科学，抛开立场、情感所有主观因素，仅从客观数据，黑公关也会无处遁形。	0.5	Chinese_Simplified (CN)	0	unknown_source	Communication is a science which disregards all subjective factors such as standpoint and emotion and only takes into account objective data; black public relations will have nowhere to hide.	传播是一门科学，抛开立场、情感所有主观因素，仅从客观数据，黑公关也会无处遁形。	传播是一门科学，抛开立场、情感所有主观因素，仅从客观数据，黑公关也会无处遁形。	false	Chinese	false	"""Communication is a science. Leaving aside all subjective factors such as position, emotion, and other factors, black public relations will also be nowhere to hide from objective data."""	"""Communication is a science. Leaving aside all subjective factors such as position, emotion, and other factors, black public relations will also be nowhere to hide from objective data."""	Communication is a science. Leaving aside all subjective factors such as stance and emotion, black public relations will also be nowhere to hide from objective data.	Communication is a science. Leaving aside all subjective factors such as stance and emotion, black public relations will also be nowhere to hide from objective data.	English	Completed		56	0.5	1699520103280	1699520159464	1699520103280	1699520159464	57056787	f...r@gmail.com	3	3	Completed	1699520159464
167599221	56188994968	10650145809	设计，无处不在（小译林中小学阅读丛书 名师导读图文并茂 《中小学生阅读指导目录》推荐）	0.5	Chinese_Simplified (CN)	0	unknown_source	Design, Everywhere (Little Yilin Middle and Primary School Reading Series, Reading Guide from Famous Teachers, with both texts and pictures, recommended by Middle and Primary School Students Reading Guidance Directory)	设计，无处不在（小译林中小学阅读丛书 名师导读图文并茂 《中小学生阅读指导目录》推荐）	设计，无处不在（小译林中小学阅读丛书 名师导读图文并茂 《中小学生阅读指导目录》推荐）	false	Chinese	false	Design, Everywhere (Small Translation Forest Primary and Secondary School Reading Series, Master's Reading, Illustrated and Illustrated, Recommended by the Reading Guide for Primary and Secondary School Students)	Design, Everywhere (Small Translation Forest Primary and Secondary School Reading Series, Master's Reading, Illustrated and Illustrated, Recommended by the Reading Guide for Primary and Secondary School Students)	Design, Everywhere (A Small Translation Forest Primary and Secondary School Reading Series, Recommended by the Reading Guide for Primary and Secondary School Students)	Design, Everywhere (A Small Translation Forest Primary and Secondary School Reading Series, Recommended by the Reading Guide for Primary and Secondary School Students)	English	Completed		58	0.5	1699539991727	1699540049513	1699539991727	1699540049513	56225225	b...r@gmail.com	2	1	Completed	1699540049513
